link,country,year,trade_country,percentage,trade_type,retrieved
/the-world-factbook/countries/ethiopia,Ethiopia,2019,United Arab Emirates,0.09,imports,2023-03-31
/the-world-factbook/countries/ethiopia,Ethiopia,2019,France,0.09,imports,2023-03-31
/the-world-factbook/countries/ethiopia,Ethiopia,2019,United Kingdom,0.07,imports,2023-03-31
/the-world-factbook/countries/falkland-islands-islas-malvinas,Falkland Islands (Islas Malvinas),2019,United Kingdom,0.79,imports,2023-03-31
/the-world-factbook/countries/falkland-islands-islas-malvinas,Falkland Islands (Islas Malvinas),2019,Netherlands,0.16,imports,2023-03-31
/the-world-factbook/countries/faroe-islands,Faroe Islands,2017,Denmark,0.33,imports,2023-03-31
/the-world-factbook/countries/faroe-islands,Faroe Islands,2017,China,0.07,imports,2023-03-31
/the-world-factbook/countries/faroe-islands,Faroe Islands,2017,Germany,0.06,imports,2023-03-31
/the-world-factbook/countries/faroe-islands,Faroe Islands,2017,Poland,0.08,imports,2023-03-31
/the-world-factbook/countries/faroe-islands,Faroe Islands,2017,Norway,0.07,imports,2023-03-31
/the-world-factbook/countries/faroe-islands,Faroe Islands,2017,Ireland,0.05,imports,2023-03-31
/the-world-factbook/countries/faroe-islands,Faroe Islands,2017,Chile,0.03,imports,2023-03-31
/the-world-factbook/countries/fiji,Fiji,2017,Singapore,0.18,imports,2023-03-31
/the-world-factbook/countries/fiji,Fiji,2017,Australia,0.13,imports,2023-03-31
/the-world-factbook/countries/fiji,Fiji,2017,China,0.08,imports,2023-03-31
/the-world-factbook/countries/fiji,Fiji,2017,New Zealand,0.11,imports,2023-03-31
/the-world-factbook/countries/fiji,Fiji,2017,France,0.11,imports,2023-03-31
/the-world-factbook/countries/fiji,Fiji,2017,South Korea,0.08,imports,2023-03-31
/the-world-factbook/countries/finland,Finland,2019,Germany,0.16,imports,2023-03-31
/the-world-factbook/countries/finland,Finland,2019,Sweden,0.14,imports,2023-03-31
/the-world-factbook/countries/finland,Finland,2019,Russia,0.13,imports,2023-03-31
/the-world-factbook/countries/finland,Finland,2019,China,0.06,imports,2023-03-31
/the-world-factbook/countries/finland,Finland,2019,Netherlands,0.06,imports,2023-03-31
/the-world-factbook/countries/france,France,2019,Germany,0.18,imports,2023-03-31
/the-world-factbook/countries/france,France,2019,Belgium,0.09,imports,2023-03-31
/the-world-factbook/countries/france,France,2019,Italy,0.09,imports,2023-03-31
/the-world-factbook/countries/france,France,2019,Spain,0.07,imports,2023-03-31
/the-world-factbook/countries/france,France,2019,China,0.07,imports,2023-03-31
/the-world-factbook/countries/france,France,2019,Netherlands,0.06,imports,2023-03-31
/the-world-factbook/countries/france,France,2019,United Kingdom,0.05,imports,2023-03-31
/the-world-factbook/countries/french-polynesia,French Polynesia,2017,France,0.09,imports,2023-03-31
/the-world-factbook/countries/french-polynesia,French Polynesia,2017,South Korea,0.01,imports,2023-03-31
/the-world-factbook/countries/french-polynesia,French Polynesia,2017,United States,0.01,imports,2023-03-31
/the-world-factbook/countries/french-polynesia,French Polynesia,2017,China,0.03,imports,2023-03-31
/the-world-factbook/countries/french-polynesia,French Polynesia,2017,NZ,0.07,imports,2023-03-31
/the-world-factbook/countries/french-polynesia,French Polynesia,2017,Singapore,0.02,imports,2023-03-31
/the-world-factbook/countries/gabon,Gabon,2019,France,0.22,imports,2023-03-31
/the-world-factbook/countries/gabon,Gabon,2019,China,0.17,imports,2023-03-31
/the-world-factbook/countries/gabon,Gabon,2019,Belgium,0.06,imports,2023-03-31
/the-world-factbook/countries/gabon,Gabon,2019,United States,0.06,imports,2023-03-31
/the-world-factbook/countries/gabon,Gabon,2019,United Arab Emirates,0.05,imports,2023-03-31
/the-world-factbook/countries/gambia-the,"Gambia, The",2019,China,0.33,imports,2023-03-31
/the-world-factbook/countries/gambia-the,"Gambia, The",2019,India,0.1,imports,2023-03-31
/the-world-factbook/countries/gambia-the,"Gambia, The",2019,Senegal,0.05,imports,2023-03-31
/the-world-factbook/countries/gambia-the,"Gambia, The",2019,Brazil,0.05,imports,2023-03-31
/the-world-factbook/countries/georgia,Georgia,2019,Turkey,0.17,imports,2023-03-31
/the-world-factbook/countries/georgia,Georgia,2019,China,0.11,imports,2023-03-31
/the-world-factbook/countries/georgia,Georgia,2019,Russia,0.09,imports,2023-03-31
/the-world-factbook/countries/georgia,Georgia,2019,Azerbaijan,0.06,imports,2023-03-31
/the-world-factbook/countries/georgia,Georgia,2019,United States,0.06,imports,2023-03-31
/the-world-factbook/countries/georgia,Georgia,2019,Germany,0.05,imports,2023-03-31
/the-world-factbook/countries/germany,Germany,2020,China,0.1,imports,2023-03-31
/the-world-factbook/countries/germany,Germany,2020,Netherlands,0.1,imports,2023-03-31
/the-world-factbook/countries/germany,Germany,2020,Poland,0.07,imports,2023-03-31
/the-world-factbook/countries/germany,Germany,2020,France,0.06,imports,2023-03-31
/the-world-factbook/countries/germany,Germany,2020,Italy,0.06,imports,2023-03-31
/the-world-factbook/countries/ghana,Ghana,2020,China,0.42,imports,2023-03-31
/the-world-factbook/countries/ghana,Ghana,2020,Netherlands,0.05,imports,2023-03-31
/the-world-factbook/countries/ghana,Ghana,2020,United States,0.05,imports,2023-03-31
/the-world-factbook/countries/ghana,Ghana,2020,India,0.05,imports,2023-03-31
/the-world-factbook/countries/ghana,Ghana,2020,United Arab Emirates,0.03,imports,2023-03-31
/the-world-factbook/countries/gibraltar,Gibraltar,2019,Spain,0.19,imports,2023-03-31
/the-world-factbook/countries/gibraltar,Gibraltar,2019,United States,0.12,imports,2023-03-31
/the-world-factbook/countries/gibraltar,Gibraltar,2019,India,0.12,imports,2023-03-31
/the-world-factbook/countries/gibraltar,Gibraltar,2019,Italy,0.12,imports,2023-03-31
/the-world-factbook/countries/gibraltar,Gibraltar,2019,Netherlands,0.11,imports,2023-03-31
/the-world-factbook/countries/gibraltar,Gibraltar,2019,United Kingdom,0.07,imports,2023-03-31
/the-world-factbook/countries/gibraltar,Gibraltar,2019,Greece,0.06,imports,2023-03-31
/the-world-factbook/countries/greece,Greece,2019,Germany,0.11,imports,2023-03-31
/the-world-factbook/countries/greece,Greece,2019,China,0.09,imports,2023-03-31
/the-world-factbook/countries/greece,Greece,2019,Italy,0.08,imports,2023-03-31
/the-world-factbook/countries/greece,Greece,2019,Iraq,0.07,imports,2023-03-31
/the-world-factbook/countries/greece,Greece,2019,Russia,0.06,imports,2023-03-31
/the-world-factbook/countries/greece,Greece,2019,Netherlands,0.05,imports,2023-03-31
/the-world-factbook/countries/greenland,Greenland,2019,Denmark,0.51,imports,2023-03-31
/the-world-factbook/countries/greenland,Greenland,2019,Spain,0.23,imports,2023-03-31
/the-world-factbook/countries/greenland,Greenland,2019,Sweden,0.12,imports,2023-03-31
/the-world-factbook/countries/greenland,Greenland,2019,Iceland,0.07,imports,2023-03-31
/the-world-factbook/countries/grenada,Grenada,2019,United States,0.35,imports,2023-03-31
/the-world-factbook/countries/grenada,Grenada,2019,Canada,0.24,imports,2023-03-31
/the-world-factbook/countries/grenada,Grenada,2019,China,0.05,imports,2023-03-31
/the-world-factbook/countries/guam,Guam,2019,Singapore,0.33,imports,2023-03-31
/the-world-factbook/countries/guam,Guam,2019,Japan,0.21,imports,2023-03-31
/the-world-factbook/countries/guam,Guam,2019,South Korea,0.18,imports,2023-03-31
/the-world-factbook/countries/guam,Guam,2019,Hong Kong,0.09,imports,2023-03-31
/the-world-factbook/countries/guam,Guam,2019,Malaysia,0.06,imports,2023-03-31
/the-world-factbook/countries/guatemala,Guatemala,2019,United States,0.36,imports,2023-03-31
/the-world-factbook/countries/guatemala,Guatemala,2019,China,0.12,imports,2023-03-31
/the-world-factbook/countries/guatemala,Guatemala,2019,Mexico,0.11,imports,2023-03-31
/the-world-factbook/countries/guatemala,Guatemala,2019,El Salvador,0.05,imports,2023-03-31
/the-world-factbook/countries/guinea,Guinea,2019,China,0.39,imports,2023-03-31
/the-world-factbook/countries/guinea,Guinea,2019,India,0.08,imports,2023-03-31
/the-world-factbook/countries/guinea,Guinea,2019,Netherlands,0.06,imports,2023-03-31
/the-world-factbook/countries/guinea,Guinea,2019,Belgium,0.05,imports,2023-03-31
/the-world-factbook/countries/guinea,Guinea,2019,United Arab Emirates,0.05,imports,2023-03-31
/the-world-factbook/countries/guinea-bissau,Guinea-Bissau,2019,Portugal,0.31,imports,2023-03-31
/the-world-factbook/countries/guinea-bissau,Guinea-Bissau,2019,Senegal,0.2,imports,2023-03-31
/the-world-factbook/countries/guinea-bissau,Guinea-Bissau,2019,China,0.1,imports,2023-03-31
/the-world-factbook/countries/guinea-bissau,Guinea-Bissau,2019,Netherlands,0.07,imports,2023-03-31
/the-world-factbook/countries/guinea-bissau,Guinea-Bissau,2019,Pakistan,0.07,imports,2023-03-31
/the-world-factbook/countries/guyana,Guyana,2019,United States,0.26,imports,2023-03-31
/the-world-factbook/countries/guyana,Guyana,2019,Singapore,0.18,imports,2023-03-31
/the-world-factbook/countries/guyana,Guyana,2019,Trinidad and Tobago,0.16,imports,2023-03-31
/the-world-factbook/countries/guyana,Guyana,2019,Liberia,0.11,imports,2023-03-31
/the-world-factbook/countries/guyana,Guyana,2019,China,0.05,imports,2023-03-31
/the-world-factbook/countries/guyana,Guyana,2019,Norway,0.05,imports,2023-03-31
/the-world-factbook/countries/haiti,Haiti,2019,United States,0.39,imports,2023-03-31
/the-world-factbook/countries/haiti,Haiti,2019,China,0.22,imports,2023-03-31
/the-world-factbook/countries/haiti,Haiti,2019,Turkey,0.05,imports,2023-03-31
/the-world-factbook/countries/honduras,Honduras,2019,United States,0.42,imports,2023-03-31
/the-world-factbook/countries/honduras,Honduras,2019,China,0.1,imports,2023-03-31
/the-world-factbook/countries/honduras,Honduras,2019,Guatemala,0.08,imports,2023-03-31
/the-world-factbook/countries/honduras,Honduras,2019,El Salvador,0.08,imports,2023-03-31
/the-world-factbook/countries/honduras,Honduras,2019,Mexico,0.06,imports,2023-03-31
/the-world-factbook/countries/hong-kong,Hong Kong,2019,China,0.46,imports,2023-03-31
/the-world-factbook/countries/hong-kong,Hong Kong,2019,Taiwan,0.07,imports,2023-03-31
/the-world-factbook/countries/hong-kong,Hong Kong,2019,Singapore,0.07,imports,2023-03-31
/the-world-factbook/countries/hong-kong,Hong Kong,2019,South Korea,0.05,imports,2023-03-31
/the-world-factbook/countries/hong-kong,Hong Kong,2019,United States,0.05,imports,2023-03-31
/the-world-factbook/countries/hong-kong,Hong Kong,2019,Japan,0.05,imports,2023-03-31
/the-world-factbook/countries/hungary,Hungary,2019,Germany,0.25,imports,2023-03-31
/the-world-factbook/countries/hungary,Hungary,2019,China,0.06,imports,2023-03-31
/the-world-factbook/countries/hungary,Hungary,2019,Poland,0.06,imports,2023-03-31
/the-world-factbook/countries/hungary,Hungary,2019,Austria,0.06,imports,2023-03-31
/the-world-factbook/countries/hungary,Hungary,2019,Czechia,0.05,imports,2023-03-31
/the-world-factbook/countries/hungary,Hungary,2019,Slovakia,0.05,imports,2023-03-31
/the-world-factbook/countries/hungary,Hungary,2019,Italy,0.05,imports,2023-03-31
/the-world-factbook/countries/hungary,Hungary,2019,Netherlands,0.05,imports,2023-03-31
/the-world-factbook/countries/iceland,Iceland,2019,Norway,0.11,imports,2023-03-31
/the-world-factbook/countries/iceland,Iceland,2019,Netherlands,0.1,imports,2023-03-31
/the-world-factbook/countries/iceland,Iceland,2019,Germany,0.08,imports,2023-03-31
/the-world-factbook/countries/iceland,Iceland,2019,Denmark,0.08,imports,2023-03-31
/the-world-factbook/countries/iceland,Iceland,2019,United States,0.07,imports,2023-03-31
/the-world-factbook/countries/iceland,Iceland,2019,United Kingdom,0.06,imports,2023-03-31
/the-world-factbook/countries/iceland,Iceland,2019,China,0.06,imports,2023-03-31
/the-world-factbook/countries/iceland,Iceland,2019,Sweden,0.05,imports,2023-03-31
/the-world-factbook/countries/india,India,2019,China,0.15,imports,2023-03-31
/the-world-factbook/countries/india,India,2019,United States,0.07,imports,2023-03-31
/the-world-factbook/countries/india,India,2019,United Arab Emirates,0.06,imports,2023-03-31
/the-world-factbook/countries/india,India,2019,Saudi Arabia,0.05,imports,2023-03-31
/the-world-factbook/countries/indonesia,Indonesia,2019,China,0.27,imports,2023-03-31
/the-world-factbook/countries/indonesia,Indonesia,2019,Singapore,0.12,imports,2023-03-31
/the-world-factbook/countries/indonesia,Indonesia,2019,Japan,0.08,imports,2023-03-31
/the-world-factbook/countries/indonesia,Indonesia,2019,Thailand,0.05,imports,2023-03-31
/the-world-factbook/countries/indonesia,Indonesia,2019,United States,0.05,imports,2023-03-31
/the-world-factbook/countries/indonesia,Indonesia,2019,South Korea,0.05,imports,2023-03-31
/the-world-factbook/countries/indonesia,Indonesia,2019,Malaysia,0.05,imports,2023-03-31
/the-world-factbook/countries/iran,Iran,2019,China,0.28,imports,2023-03-31
/the-world-factbook/countries/iran,Iran,2019,United Arab Emirates,0.2,imports,2023-03-31
/the-world-factbook/countries/iran,Iran,2019,India,0.11,imports,2023-03-31
/the-world-factbook/countries/iran,Iran,2019,Turkey,0.07,imports,2023-03-31
/the-world-factbook/countries/iran,Iran,2019,Brazil,0.06,imports,2023-03-31
/the-world-factbook/countries/iran,Iran,2019,Germany,0.05,imports,2023-03-31
/the-world-factbook/countries/iraq,Iraq,2019,United Arab Emirates,0.28,imports,2023-03-31
/the-world-factbook/countries/iraq,Iraq,2019,Turkey,0.21,imports,2023-03-31
/the-world-factbook/countries/iraq,Iraq,2019,China,0.19,imports,2023-03-31
/the-world-factbook/countries/ireland,Ireland,2019,United Kingdom,0.31,imports,2023-03-31
/the-world-factbook/countries/ireland,Ireland,2019,United States,0.16,imports,2023-03-31
/the-world-factbook/countries/ireland,Ireland,2019,Germany,0.1,imports,2023-03-31
/the-world-factbook/countries/ireland,Ireland,2019,Netherlands,0.05,imports,2023-03-31
/the-world-factbook/countries/ireland,Ireland,2019,France,0.05,imports,2023-03-31
/the-world-factbook/countries/israel,Israel,2020,United States,0.12,imports,2023-03-31
/the-world-factbook/countries/israel,Israel,2020,China,0.11,imports,2023-03-31
/the-world-factbook/countries/israel,Israel,2020,Germany,0.05,imports,2023-03-31
/the-world-factbook/countries/israel,Israel,2020,Switzerland,0.07,imports,2023-03-31
/the-world-factbook/countries/israel,Israel,2020,Turkey,0.06,imports,2023-03-31
/the-world-factbook/countries/italy,Italy,2019,Germany,0.16,imports,2023-03-31
/the-world-factbook/countries/italy,Italy,2019,France,0.09,imports,2023-03-31
/the-world-factbook/countries/italy,Italy,2019,China,0.07,imports,2023-03-31
/the-world-factbook/countries/italy,Italy,2019,Spain,0.05,imports,2023-03-31
/the-world-factbook/countries/italy,Italy,2019,Netherlands,0.05,imports,2023-03-31
/the-world-factbook/countries/italy,Italy,2019,Belgium,0.05,imports,2023-03-31
/the-world-factbook/countries/jamaica,Jamaica,2019,United States,0.43,imports,2023-03-31
/the-world-factbook/countries/jamaica,Jamaica,2019,China,0.11,imports,2023-03-31
/the-world-factbook/countries/japan,Japan,2020,China,0.26,imports,2023-03-31
/the-world-factbook/countries/japan,Japan,2020,United States,0.11,imports,2023-03-31
/the-world-factbook/countries/japan,Japan,2020,Australia,0.05,imports,2023-03-31
/the-world-factbook/countries/japan,Japan,2020,South Korea,0.04,imports,2023-03-31
/the-world-factbook/countries/japan,Japan,2020,Taiwan,0.04,imports,2023-03-31
/the-world-factbook/countries/jordan,Jordan,2019,China,0.17,imports,2023-03-31
/the-world-factbook/countries/jordan,Jordan,2019,Saudi Arabia,0.15,imports,2023-03-31
/the-world-factbook/countries/jordan,Jordan,2019,United States,0.06,imports,2023-03-31
/the-world-factbook/countries/jordan,Jordan,2019,United Arab Emirates,0.06,imports,2023-03-31
/the-world-factbook/countries/jordan,Jordan,2019,Egypt,0.05,imports,2023-03-31
/the-world-factbook/countries/jordan,Jordan,2019,India,0.05,imports,2023-03-31
/the-world-factbook/countries/kazakhstan,Kazakhstan,2019,Russia,0.34,imports,2023-03-31
/the-world-factbook/countries/kazakhstan,Kazakhstan,2019,China,0.24,imports,2023-03-31
/the-world-factbook/countries/kenya,Kenya,2020,China,0.27,imports,2023-03-31
/the-world-factbook/countries/kenya,Kenya,2020,India,0.11,imports,2023-03-31
/the-world-factbook/countries/kenya,Kenya,2020,United Arab Emirates,0.07,imports,2023-03-31
/the-world-factbook/countries/kenya,Kenya,2020,Japan,0.04,imports,2023-03-31
/the-world-factbook/countries/kenya,Kenya,2020,Saudi Arabia,0.03,imports,2023-03-31
/the-world-factbook/countries/kiribati,Kiribati,2019,China,0.2,imports,2023-03-31
/the-world-factbook/countries/kiribati,Kiribati,2019,Fiji,0.19,imports,2023-03-31
/the-world-factbook/countries/kiribati,Kiribati,2019,Australia,0.12,imports,2023-03-31
/the-world-factbook/countries/kiribati,Kiribati,2019,Taiwan,0.11,imports,2023-03-31
/the-world-factbook/countries/kiribati,Kiribati,2019,South Korea,0.11,imports,2023-03-31
/the-world-factbook/countries/kiribati,Kiribati,2019,New Zealand,0.07,imports,2023-03-31
/the-world-factbook/countries/kiribati,Kiribati,2019,Japan,0.05,imports,2023-03-31
/the-world-factbook/countries/korea-north,North Korea,2019,China,0.96,imports,2023-03-31
/the-world-factbook/countries/korea-south,South Korea,2020,China,0.25,imports,2023-03-31
/the-world-factbook/countries/korea-south,South Korea,2020,United States,0.12,imports,2023-03-31
/the-world-factbook/countries/korea-south,South Korea,2020,Japan,0.1,imports,2023-03-31
/the-world-factbook/countries/korea-south,South Korea,2020,Germany,0.04,imports,2023-03-31
/the-world-factbook/countries/korea-south,South Korea,2020,Vietnam,0.04,imports,2023-03-31
/the-world-factbook/countries/kosovo,Kosovo,2017,Germany,0.04,imports,2023-03-31
/the-world-factbook/countries/kosovo,Kosovo,2017,Serbia,0.03,imports,2023-03-31
/the-world-factbook/countries/kosovo,Kosovo,2017,Turkey,0.06,imports,2023-03-31
/the-world-factbook/countries/kosovo,Kosovo,2017,China,0.01,imports,2023-03-31
/the-world-factbook/countries/kosovo,Kosovo,2017,Italy,0.04,imports,2023-03-31
/the-world-factbook/countries/kosovo,Kosovo,2017,North Macedonia,0.01,imports,2023-03-31
/the-world-factbook/countries/kosovo,Kosovo,2017,Albania,0.05,imports,2023-03-31
/the-world-factbook/countries/kosovo,Kosovo,2017,Greece,0.04,imports,2023-03-31
/the-world-factbook/countries/kuwait,Kuwait,2019,China,0.14,imports,2023-03-31
/the-world-factbook/countries/kuwait,Kuwait,2019,United Arab Emirates,0.12,imports,2023-03-31
/the-world-factbook/countries/kuwait,Kuwait,2019,United States,0.1,imports,2023-03-31
/the-world-factbook/countries/kuwait,Kuwait,2019,Saudi Arabia,0.06,imports,2023-03-31
/the-world-factbook/countries/kuwait,Kuwait,2019,Japan,0.06,imports,2023-03-31
/the-world-factbook/countries/kuwait,Kuwait,2019,Germany,0.05,imports,2023-03-31
/the-world-factbook/countries/kuwait,Kuwait,2019,India,0.05,imports,2023-03-31
/the-world-factbook/countries/kyrgyzstan,Kyrgyzstan,2019,China,0.53,imports,2023-03-31
/the-world-factbook/countries/kyrgyzstan,Kyrgyzstan,2019,Russia,0.17,imports,2023-03-31
/the-world-factbook/countries/kyrgyzstan,Kyrgyzstan,2019,Kazakhstan,0.07,imports,2023-03-31
/the-world-factbook/countries/kyrgyzstan,Kyrgyzstan,2019,Uzbekistan,0.07,imports,2023-03-31
/the-world-factbook/countries/kyrgyzstan,Kyrgyzstan,2019,Turkey,0.05,imports,2023-03-31
/the-world-factbook/countries/laos,Laos,2019,Thailand,0.53,imports,2023-03-31
/the-world-factbook/countries/laos,Laos,2019,China,0.26,imports,2023-03-31
/the-world-factbook/countries/laos,Laos,2019,Vietnam,0.1,imports,2023-03-31
/the-world-factbook/countries/latvia,Latvia,2019,Russia,0.21,imports,2023-03-31
/the-world-factbook/countries/latvia,Latvia,2019,Lithuania,0.14,imports,2023-03-31
/the-world-factbook/countries/latvia,Latvia,2019,Germany,0.09,imports,2023-03-31
/the-world-factbook/countries/latvia,Latvia,2019,Poland,0.07,imports,2023-03-31
/the-world-factbook/countries/latvia,Latvia,2019,Estonia,0.07,imports,2023-03-31
/the-world-factbook/countries/lebanon,Lebanon,2019,United Arab Emirates,0.11,imports,2023-03-31
/the-world-factbook/countries/lebanon,Lebanon,2019,China,0.1,imports,2023-03-31
/the-world-factbook/countries/lebanon,Lebanon,2019,Italy,0.08,imports,2023-03-31
/the-world-factbook/countries/lebanon,Lebanon,2019,Greece,0.08,imports,2023-03-31
/the-world-factbook/countries/lebanon,Lebanon,2019,Turkey,0.07,imports,2023-03-31
/the-world-factbook/countries/lebanon,Lebanon,2019,United States,0.06,imports,2023-03-31
/the-world-factbook/countries/lesotho,Lesotho,2019,South Africa,0.85,imports,2023-03-31
/the-world-factbook/countries/lesotho,Lesotho,2019,China,0.05,imports,2023-03-31
/the-world-factbook/countries/liberia,Liberia,2019,China,0.41,imports,2023-03-31
/the-world-factbook/countries/liberia,Liberia,2019,Japan,0.21,imports,2023-03-31
/the-world-factbook/countries/liberia,Liberia,2019,South Korea,0.18,imports,2023-03-31
/the-world-factbook/countries/libya,Libya,2019,China,0.16,imports,2023-03-31
/the-world-factbook/countries/libya,Libya,2019,Turkey,0.14,imports,2023-03-31
/the-world-factbook/countries/libya,Libya,2019,Italy,0.09,imports,2023-03-31
/the-world-factbook/countries/libya,Libya,2019,United Arab Emirates,0.09,imports,2023-03-31
/the-world-factbook/countries/libya,Libya,2019,Egypt,0.05,imports,2023-03-31
/the-world-factbook/countries/lithuania,Lithuania,2019,Poland,0.12,imports,2023-03-31
/the-world-factbook/countries/lithuania,Lithuania,2019,Russia,0.12,imports,2023-03-31
/the-world-factbook/countries/lithuania,Lithuania,2019,Germany,0.12,imports,2023-03-31
/the-world-factbook/countries/lithuania,Lithuania,2019,Latvia,0.07,imports,2023-03-31
/the-world-factbook/countries/lithuania,Lithuania,2019,Netherlands,0.05,imports,2023-03-31
/the-world-factbook/countries/luxembourg,Luxembourg,2019,Belgium,0.27,imports,2023-03-31
/the-world-factbook/countries/luxembourg,Luxembourg,2019,Germany,0.24,imports,2023-03-31
/the-world-factbook/countries/luxembourg,Luxembourg,2019,France,0.11,imports,2023-03-31
/the-world-factbook/countries/luxembourg,Luxembourg,2019,Netherlands,0.05,imports,2023-03-31
/the-world-factbook/countries/macau,Macau,2019,China,0.33,imports,2023-03-31
/the-world-factbook/countries/macau,Macau,2019,Hong Kong,0.31,imports,2023-03-31
/the-world-factbook/countries/macau,Macau,2019,France,0.05,imports,2023-03-31
/the-world-factbook/countries/madagascar,Madagascar,2019,China,0.24,imports,2023-03-31
/the-world-factbook/countries/madagascar,Madagascar,2019,France,0.11,imports,2023-03-31
/the-world-factbook/countries/madagascar,Madagascar,2019,United Arab Emirates,0.09,imports,2023-03-31
/the-world-factbook/countries/madagascar,Madagascar,2019,India,0.07,imports,2023-03-31
/the-world-factbook/countries/madagascar,Madagascar,2019,South Africa,0.05,imports,2023-03-31
/the-world-factbook/countries/malawi,Malawi,2019,South Africa,0.17,imports,2023-03-31
/the-world-factbook/countries/malawi,Malawi,2019,China,0.16,imports,2023-03-31
/the-world-factbook/countries/malawi,Malawi,2019,United Arab Emirates,0.09,imports,2023-03-31
/the-world-factbook/countries/malawi,Malawi,2019,India,0.09,imports,2023-03-31
/the-world-factbook/countries/malawi,Malawi,2019,United Kingdom,0.08,imports,2023-03-31
/the-world-factbook/countries/malaysia,Malaysia,2019,China,0.24,imports,2023-03-31
/the-world-factbook/countries/malaysia,Malaysia,2019,Singapore,0.14,imports,2023-03-31
/the-world-factbook/countries/malaysia,Malaysia,2019,Japan,0.06,imports,2023-03-31
/the-world-factbook/countries/malaysia,Malaysia,2019,United States,0.06,imports,2023-03-31
/the-world-factbook/countries/malaysia,Malaysia,2019,Taiwan,0.05,imports,2023-03-31
/the-world-factbook/countries/malaysia,Malaysia,2019,Thailand,0.05,imports,2023-03-31
/the-world-factbook/countries/maldives,Maldives,2019,United Arab Emirates,0.24,imports,2023-03-31
/the-world-factbook/countries/maldives,Maldives,2019,China,0.16,imports,2023-03-31
/the-world-factbook/countries/maldives,Maldives,2019,Singapore,0.14,imports,2023-03-31
/the-world-factbook/countries/maldives,Maldives,2019,India,0.11,imports,2023-03-31
/the-world-factbook/countries/maldives,Maldives,2019,Malaysia,0.06,imports,2023-03-31
/the-world-factbook/countries/maldives,Maldives,2019,Thailand,0.05,imports,2023-03-31
/the-world-factbook/countries/mali,Mali,2019,Senegal,0.23,imports,2023-03-31
/the-world-factbook/countries/mali,Mali,2019,Cote d'Ivoire,0.15,imports,2023-03-31
/the-world-factbook/countries/mali,Mali,2019,China,0.11,imports,2023-03-31
/the-world-factbook/countries/mali,Mali,2019,France,0.09,imports,2023-03-31
/the-world-factbook/countries/malta,Malta,2019,Russia,0.22,imports,2023-03-31
/the-world-factbook/countries/malta,Malta,2019,Italy,0.12,imports,2023-03-31
/the-world-factbook/countries/malta,Malta,2019,United Kingdom,0.11,imports,2023-03-31
/the-world-factbook/countries/malta,Malta,2019,Germany,0.06,imports,2023-03-31
/the-world-factbook/countries/malta,Malta,2019,Turkey,0.05,imports,2023-03-31
/the-world-factbook/countries/malta,Malta,2019,France,0.05,imports,2023-03-31
/the-world-factbook/countries/malta,Malta,2019,China,0.05,imports,2023-03-31
/the-world-factbook/countries/malta,Malta,2019,South Korea,0.05,imports,2023-03-31
/the-world-factbook/countries/marshall-islands,Marshall Islands,2019,South Korea,0.39,imports,2023-03-31
/the-world-factbook/countries/marshall-islands,Marshall Islands,2019,China,0.27,imports,2023-03-31
/the-world-factbook/countries/marshall-islands,Marshall Islands,2019,Japan,0.15,imports,2023-03-31
/the-world-factbook/countries/mauritania,Mauritania,2019,China,0.26,imports,2023-03-31
/the-world-factbook/countries/mauritania,Mauritania,2019,France,0.06,imports,2023-03-31
/the-world-factbook/countries/mauritania,Mauritania,2019,Spain,0.06,imports,2023-03-31
/the-world-factbook/countries/mauritania,Mauritania,2019,Morocco,0.06,imports,2023-03-31
/the-world-factbook/countries/mauritania,Mauritania,2019,United Arab Emirates,0.05,imports,2023-03-31
/the-world-factbook/countries/mauritius,Mauritius,2019,China,0.15,imports,2023-03-31
/the-world-factbook/countries/mauritius,Mauritius,2019,India,0.13,imports,2023-03-31
/the-world-factbook/countries/mauritius,Mauritius,2019,France,0.1,imports,2023-03-31
/the-world-factbook/countries/mauritius,Mauritius,2019,South Africa,0.08,imports,2023-03-31
/the-world-factbook/countries/mauritius,Mauritius,2019,United Arab Emirates,0.07,imports,2023-03-31
/the-world-factbook/countries/mexico,Mexico,2019,United States,0.54,imports,2023-03-31
/the-world-factbook/countries/mexico,Mexico,2019,China,0.14,imports,2023-03-31
/the-world-factbook/countries/micronesia-federated-states-of,"Micronesia, Federated States of",2019,United States,0.32,imports,2023-03-31
/the-world-factbook/countries/micronesia-federated-states-of,"Micronesia, Federated States of",2019,China,0.16,imports,2023-03-31
/the-world-factbook/countries/micronesia-federated-states-of,"Micronesia, Federated States of",2019,Japan,0.14,imports,2023-03-31
/the-world-factbook/countries/micronesia-federated-states-of,"Micronesia, Federated States of",2019,Taiwan,0.09,imports,2023-03-31
/the-world-factbook/countries/micronesia-federated-states-of,"Micronesia, Federated States of",2019,Philippines,0.06,imports,2023-03-31
/the-world-factbook/countries/micronesia-federated-states-of,"Micronesia, Federated States of",2019,South Korea,0.06,imports,2023-03-31
/the-world-factbook/countries/moldova,Moldova,2019,Romania,0.2,imports,2023-03-31
/the-world-factbook/countries/moldova,Moldova,2019,Russia,0.1,imports,2023-03-31
/the-world-factbook/countries/moldova,Moldova,2019,Ukraine,0.09,imports,2023-03-31
/the-world-factbook/countries/moldova,Moldova,2019,Germany,0.08,imports,2023-03-31
